rrp,4 : 0.28 secs
rrp,18 : 21.67 secs
exploit/b=False,20 : 1.22 secs
exploit/b=True,20 : 14.25 secs
exploit/b=False,30 : 1.27 secs
exploit/b=True,30 : 9.62 secs
exploit/b=False,40 : 1.28 secs
exploit/b=True,40 : 8.94 secs
rrp,4 : 0.07 secs
rrp,18 : 7.09 secs
explore/b=False,20 : 0.54 secs
explore/b=True,20 : 7.45 secs
explore/b=False,30 : 0.81 secs
explore/b=True,30 : 7.58 secs
explore/b=False,40 : 1.08 secs
explore/b=True,40 : 7.34 secs
#
 0,         exploit/b=True,40,  0.12,  0.03,   - *--             |                   ,  0.08,  0.10,  0.12,  0.13,  0.19
#
 1,         explore/b=True,40,  0.13,  0.03,    -*-              |                   ,  0.08,  0.11,  0.13,  0.14,  0.16
 1,        explore/b=False,40,  0.13,  0.06,   -  *--            |                   ,  0.07,  0.10,  0.13,  0.15,  0.20
 1,        explore/b=False,30,  0.13,  0.04,    - *--            |                   ,  0.09,  0.12,  0.13,  0.16,  0.21
 1,        exploit/b=False,30,  0.14,  0.04,    - *--            |                   ,  0.09,  0.12,  0.14,  0.16,  0.21
 1,         exploit/b=True,30,  0.14,  0.06,   -  *--            |                   ,  0.07,  0.10,  0.14,  0.16,  0.20
 1,        exploit/b=False,40,  0.15,  0.05,    - *----          |                   ,  0.09,  0.12,  0.15,  0.17,  0.26
 1,         explore/b=True,30,  0.15,  0.05,    - * --           |                   ,  0.09,  0.12,  0.15,  0.18,  0.23
 1,         exploit/b=True,20,  0.15,  0.07,    -  *-------      |                   ,  0.08,  0.12,  0.15,  0.19,  0.34
#
 2,        exploit/b=False,20,  0.17,  0.08,     - *  -----      |                   ,  0.11,  0.15,  0.17,  0.23,  0.34
#
 3,        explore/b=False,20,  0.20,  0.12,    --- *   ---      |                   ,  0.10,  0.17,  0.20,  0.29,  0.34
#
 4,         explore/b=True,20,  0.25,  0.23,     --    *     ----|                   ,  0.12,  0.17,  0.25,  0.39,  0.49
#
 5,                     rrp,4,  0.40,  0.16,      -----      *---|-                  ,  0.15,  0.27,  0.40,  0.43,  0.55
 5,                     rrp,4,  0.40,  0.19,        ------   *   |-                  ,  0.20,  0.33,  0.40,  0.52,  0.55
 5,                    rrp,18,  0.44,  0.17,          -----    * |---                ,  0.24,  0.35,  0.44,  0.52,  0.58
 5,                    rrp,18,  0.44,  0.15,       --------    * |                   ,  0.17,  0.35,  0.44,  0.50,  0.52
#
 6,                asIs,20000,  0.50,  0.18,           ------    *  -----            ,  0.25,  0.39,  0.50,  0.57,  0.68
