rrp,4 : 0.72 secs
rrp,14 : 54.52 secs
exploit/b=False,20 : 1.19 secs
exploit/b=True,20 : 31.97 secs
exploit/b=False,30 : 1.36 secs
exploit/b=True,30 : 17.63 secs
exploit/b=False,40 : 1.12 secs
exploit/b=True,40 : 17.60 secs
rrp,4 : 0.07 secs
rrp,15 : 10.72 secs
explore/b=False,20 : 0.23 secs
explore/b=True,20 : 8.39 secs
explore/b=False,30 : 0.37 secs
explore/b=True,30 : 8.61 secs
explore/b=False,40 : 0.50 secs
explore/b=True,40 : 9.29 secs
#
 0,         explore/b=True,40,  0.17,  0.04, -----  *--          |                   ,  0.07,  0.14,  0.17,  0.18,  0.22
 0,         explore/b=True,30,  0.18,  0.03,     -- *-           |                   ,  0.13,  0.16,  0.18,  0.19,  0.20
 0,         exploit/b=True,40,  0.18,  0.03,     -- *----        |                   ,  0.12,  0.16,  0.18,  0.19,  0.25
 0,         exploit/b=True,20,  0.18,  0.05,     -  * ------     |                   ,  0.13,  0.15,  0.18,  0.20,  0.29
 0,         exploit/b=True,30,  0.18,  0.01,     ---*-----       |                   ,  0.13,  0.17,  0.18,  0.18,  0.26
#
 1,         explore/b=True,20,  0.20,  0.07,     ---  *  --      |                   ,  0.13,  0.17,  0.20,  0.24,  0.28
#
 2,        exploit/b=False,20,  0.27,  0.02,        ------ *     |                   ,  0.18,  0.26,  0.27,  0.27,  0.29
 2,        exploit/b=False,40,  0.27,  0.02,        -----  *     |                   ,  0.17,  0.25,  0.27,  0.27,  0.28
 2,        exploit/b=False,30,  0.27,  0.02,         ----- *-    |                   ,  0.18,  0.26,  0.27,  0.28,  0.31
 2,        explore/b=False,40,  0.27,  0.00,              -*-----|                   ,  0.26,  0.27,  0.27,  0.27,  0.36
 2,        explore/b=False,30,  0.27,  0.02,          ---- *     |                   ,  0.20,  0.27,  0.27,  0.28,  0.29
 2,                     rrp,4,  0.28,  0.03,            -- *---  |                   ,  0.23,  0.27,  0.28,  0.29,  0.34
 2,        explore/b=False,20,  0.28,  0.01,              -*     |                   ,  0.26,  0.28,  0.28,  0.28,  0.29
 2,                    rrp,15,  0.28,  0.08,        -------*     |-                  ,  0.17,  0.27,  0.28,  0.36,  0.39
#
 3,                     rrp,4,  0.29,  0.07,               -*    |--                 ,  0.27,  0.28,  0.29,  0.36,  0.40
 3,                    rrp,14,  0.36,  0.08,          ------     *-----              ,  0.21,  0.29,  0.36,  0.37,  0.45
#
 4,                asIs,53662,  0.37,  0.02,                   --|*--                ,  0.34,  0.36,  0.37,  0.38,  0.42
